Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
10238,Housing Works Health Services III,DTC-EC,Diagnostic and Treatment Center Extension Clinic,01/03/2019,"301 West 37th Street, 4th floor",,New York,New York,10018,3474737416,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Housing Works East New York,7520,7001281R,"Housing Works Health Services III, Inc.",2640 Pitkin Avenue,,Brooklyn,New York,11208,,,,,New York,,Not for Profit Corporation,40.754327,-73.992429,"(40.754327, -73.992429)"
15726,Physical Therapy Extension Clinic,HOSP-EC,Hospital Extension Clinic,12/23/2024,66 Hudson Boulevard,,New York,New York,10001,2127462478,,,7093,New York,5,Metropolitan Area Regional Office - New York City,New York-Presbyterian Hospital - New York Weill Cornell Center,1458,7002054H,The New York and Presbyterian Hospital,622 West 168th Street,,New York,New York,10032,,,,,New York,,Not for Profit Corporation,,,
7090,Housing Works East 9th Street ADHCP,DTC-EC,Diagnostic and Treatment Center Extension Clinic,06/19/1997,743-749 East Ninth Street,,New York,New York,10009,2126777999,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Housing Works East New York,7520,7001281R,"Housing Works Health Services III, Inc.",2640 Pitkin Avenue,,Brooklyn,New York,11208,,,,,New York,,Not for Profit Corporation,40.724564,-73.976128,"(40.724564, -73.976128)"
1529,William F. Ryan Community Health Center,DTC,Diagnostic and Treatment Center,01/01/1901,110 West 97th Street,,New York,New York,10025,2123167917,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002243R,William F Ryan Community Health Center Inc,110 West 97th Street,,New York,New York,10025,,,,,New York,,Not for Profit Corporation,40.794228,-73.968834,"(40.794228, -73.968834)"
7677,Project Renewal Health 45th Street Clinic,DTC-EC,Diagnostic and Treatment Center Extension Clinic,09/03/1998,225 East 45th Street,,New York,New York,10017,2126618934,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Project Renewal,7676,7002161R,Project Renewal Inc,200 Varick Street,,New York,New York,10014,,,,,New York,,Not for Profit Corporation,40.752319,-73.972,"(40.752319, -73.972)"
7083,St Mary's Center ADHCP,ADHCP,Adult Day Health Care Program - Offsite,04/21/1997,512 126th Street,,New York,New York,10027,2126621826,,,7093,New York,5,Metropolitan Area Regional Office - New York City,St Marys Center Inc,4533,7002349N,St Marys Center Inc,516 West 126th Street,,Ny,New York,10027,,,,,New York,,Not for Profit Corporation,40.814484,-73.956093,"(40.814484, -73.956093)"
7676,Project Renewal,DTC,Diagnostic and Treatment Center,11/25/1998,8 East 3rd Street,,New York,New York,10003,2125338400,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002161R,Project Renewal Inc,200 Varick Street,,New York,New York,10014,,,,,New York,,Not for Profit Corporation,40.725937,-73.990951,"(40.725937, -73.990951)"
3676,99 Fort Washington,HOSP-EC,Hospital Extension Clinic,12/31/2002,99 Fort Washington Avenue,,New York,New York,10032,2123422290,,,7093,New York,5,Metropolitan Area Regional Office - New York City,New York-Presbyterian Hospital - New York Weill Cornell Center,1458,7002054H,The New York and Presbyterian Hospital,622 West 168th Street,,New York,New York,10032,,,,,New York,,Not for Profit Corporation,40.83857,-73.943787,"(40.83857, -73.943787)"
4703,Samaritan Health Village 53rd St,DTC-EC,Diagnostic and Treatment Center Extension Clinic,05/28/1999,225 East 53rd Street,,New York,New York,10022,7182062000,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Damian Family Care Center,6067,7003246R,"Damian Family Care Centers, Inc.","89-56 162nd Street, 3rd Floor",,Jamaica,New York,11432,,,,,New York,,Not for Profit Corporation,40.757301,-73.968307,"(40.757301, -73.968307)"
10438,Ryan Health | Wadsworth,DTC-EC,Diagnostic and Treatment Center Extension Clinic,09/23/2020,154 Wadsworth Avenue,,New York,New York,10033,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,William F. Ryan Community Health Center,1529,7002243R,William F Ryan Community Health Center Inc,110 West 97th Street,,New York,New York,10025,,,,,New York,,Not for Profit Corporation,40.849744,-73.935213,"(40.849744, -73.935213)"
15741,Soho Ambulatory Surgery Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,02/06/2025,168 Centre Street,,New York,New York,10013,6465910539,,,7093,New York,5,Metropolitan Area Regional Office - New York City,"Flushing Endoscopy Center, LLC",9493,7003278R,"Flushing Endoscopy Center, LLC",136-02 Roosevelt Avenue,,Flushing,New York,11354,,,,,New York,,LLC,,,
4568,Martin Luther King Jr High School,HOSP-SB,School Based Hospital Extension Clinic,07/01/1992,122 Amsterdam Ave,,New York,New York,10024,2125234295,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Mount Sinai Hospital,1456,7002024H,The Mount Sinai Hospital,One Gustave L Levy Place,,New York,New York,10029,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,Not for Profit Corporation,40.774303,-73.984856,"(40.774303, -73.984856)"
9729,NYU Langone Hospital-Long Island NYC Cyberknife,HOSP-EC,Hospital Extension Clinic,09/26/2014,150 Amsterdam Avenue,,New York,New York,10023,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,NYU Langone Hospitals,1463,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.774315,-73.984766,"(40.774315, -73.984766)"
1464,New York-Presbyterian Hospital - Columbia Presbyterian Center,HOSP,Hospital,02/01/1980,622 West 168th Street,,New York,New York,10032,2123052500,,,7093,New York,5,Metropolitan Area Regional Office - New York City,New York-Presbyterian Hospital - New York Weill Cornell Center,1458,7002054H,The New York and Presbyterian Hospital,622 West 168th Street,,New York,New York,10032,,,,,New York,,Not for Profit Corporation,40.841415,-73.940704,"(40.841415, -73.940704)"
8570,Weill Cornell Imaging at NYP-61 Street,DTC-EC,Diagnostic and Treatment Center Extension Clinic,02/22/2008,425 East 61 Street,,New York,New York,10021,2128210744,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Weill Cornell Imaging at New York Presbyterian,8533,7002188R,Weill Cornell Imaging at New York Presbyterian,"520 East 70th Street, Level J-0",,New York,New York,10021,,,,,New York,,Not for Profit Corporation,40.760326,-73.959633,"(40.760326, -73.959633)"
9342,NYU Langone Ambulatory Care Center,HOSP-EC,Hospital Extension Clinic,05/01/2012,240 East 38th Street,,New York,New York,10016,2122635221,2122638460,,7093,New York,5,Metropolitan Area Regional Office - New York City,NYU Langone Hospitals,1463,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.747627,-73.974976,"(40.747627, -73.974976)"
6624,"Kips Bay Endoscopy Center, LLC",DTC,Diagnostic and Treatment Center,02/09/2004,535 Second Avenue,,New York,New York,10016,2128895477,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002177R,"Kips Bay Endoscopy Center, LLC",535 Second Avenue,,New York,New York,10016,,,,,New York,,LLC,40.742046,-73.977951,"(40.742046, -73.977951)"
1180,Ambulatory Psychiatric Center,HOSP-EC,Hospital Extension Clinic,09/27/1979,411 West 114th Street,,New York,New York,10025,2125234295,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Mount Sinai West,1466,7002032H,St Lukes Roosevelt Hospital Center Inc,Amsterdam Avenue At 114th Street,,New York,New York,10025,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,Not for Profit Corporation,40.805019,-73.96067,"(40.805019, -73.96067)"
14856,NY Found-Sr Citizens EHP#4 Ridge Street Gardens,EHP,Enriched Housing Program,12/01/1992,80-92 Ridge Street,,New York,New York,10002,2125984148,2125984092,www.nyfsc.org#http://www.nyfsc.org#,7093,New York,5,Metropolitan Area Regional Office - New York City,,,420-S-375,"New York Foundation for Senior Citizens, Inc.","11 Park Place, 14th Floor",,New York,New York,10007-2801,,,,,New York,,Not for Profit Corporation,40.717895,-73.983443,"(40.717895, -73.983443)"
9452,Thelma C. Davidson Adair Medical/Dental clinic,DTC-EC,Diagnostic and Treatment Center Extension Clinic,07/01/2009,565 Manhattan Avenue,,New York,New York,10027,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,William F. Ryan Community Health Center,1529,7002243R,William F Ryan Community Health Center Inc,110 West 97th Street,,New York,New York,10025,,,,,New York,,Not for Profit Corporation,40.809978,-73.953293,"(40.809978, -73.953293)"
1437,New York-Presbyterian/Lower Manhattan Hospital,HOSP,Hospital,01/01/1901,170 William Street,,New York,New York,10038,2123125175,,,7093,New York,5,Metropolitan Area Regional Office - New York City,New York-Presbyterian Hospital - New York Weill Cornell Center,1458,7002054H,The New York and Presbyterian Hospital,622 West 168th Street,,New York,New York,10032,,,,,New York,,Not for Profit Corporation,40.710426,-74.005486,"(40.710426, -74.005486)"
9245,"River Renal Services, Inc",DTC,Diagnostic and Treatment Center,08/15/2011,462 First Avenue,Hospital Building 5 North,New York,New York,10016,2128390700,2128390800,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002196R,"River Renal Services, Inc",462 First Avenue,Hospital Bldg 5 North,New York,New York,10016,,,,,New York,,Business Corporation,40.739605,-73.976509,"(40.739605, -73.976509)"
15264,The Derfner Foundation Ambulatory Surgery Center,DTC,Diagnostic and Treatment Center,02/22/2022,"5 East 98th Street, 14th Floor",,New York,New York,10029,6465312902,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002822R,"5 East 98th Street, LLC","5 East 98th Street, 14th Floor",,New York,New York,10029,,,,,New York,,LLC,,,
13022,All Metro Health Care,LHCSA,Licensed Home Care Services Agency,09/26/2011,75 Broad Street,Suite 610,New York,New York,10004,2128676530,2128676535,www.all-metro.com,7093,New York,5,Metropolitan Area Regional Office - New York City,,,1650L006,"All Metro Home Care Services Of New York, Inc.",70 East Sunrise Highway,Suite 520,Valley Stream,New York,11581,,,,,New York,,Business Corporation,,,
13688,"Always Compassionate Home Care, Inc.",LHCSA,Licensed Home Care Services Agency,09/03/2019,110 East 40th Street,Suite 803,New York,New York,10016,6317594500,6317594272,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,2721L002,"Always Compassionate Home Care, Inc.",265 Broadhollow Road,Suite 200,Melville,New York,11747,,,,,New York,,Business Corporation,40.750358,-73.978031,"(40.750358, -73.978031)"
4693,Intermediate School 136,HOSP-SB,School Based Hospital Extension Clinic,01/01/2003,6 Edgecomb Avenue,,New York,New York,10032,2129264171,,,7093,New York,5,Metropolitan Area Regional Office - New York City,New York-Presbyterian Hospital - New York Weill Cornell Center,1458,7002054H,The New York and Presbyterian Hospital,622 West 168th Street,,New York,New York,10032,,,,,New York,,Not for Profit Corporation,40.817226,-73.947716,"(40.817226, -73.947716)"
12826,Select Care,LHCSA,Licensed Home Care Services Agency,02/23/2011,220 East 23rd Street,Ste 303,New York,New York,10010,2125053640,2125055347,www.selectcarenyc.com,7093,New York,5,Metropolitan Area Regional Office - New York City,,,1272L001,Unique Care Ltd.,220 East 23rd Street,Ste 303,New York,New York,10010,,,,,New York,,Business Corporation,40.738173,-73.982358,"(40.738173, -73.982358)"
15578,Hamilton Grange Middle School,HOSP-SB,School Based Hospital Extension Clinic,01/04/2024,500 West 138th Street,,New York,New York,10031,7186308526,,,7093,New York,5,Metropolitan Area Regional Office - New York City,NYU Langone Hospitals,1463,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,,,
4618,Manhattan Center for Math & Science,HOSP-SB,School Based Hospital Extension Clinic,07/01/1992,FDR Drive & E 116th Street,,New York,New York,10029,2122417005,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Mount Sinai Hospital,1456,7002024H,The Mount Sinai Hospital,One Gustave L Levy Place,,New York,New York,10029,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,Not for Profit Corporation,40.794697,-73.933334,"(40.794697, -73.933334)"
4435,Psychiatric Out-Patient Clinic,HOSP-EC,Hospital Extension Clinic,02/08/1991,1160 Fifth Avenue,,New York,New York,10029,2122417005,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Mount Sinai Hospital,1456,7002024H,The Mount Sinai Hospital,One Gustave L Levy Place,,New York,New York,10029,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,Not for Profit Corporation,40.788605,-73.955139,"(40.788605, -73.955139)"
1512,East Harlem Council for Human Services Inc,DTC,Diagnostic and Treatment Center,01/01/1901,2265 Third Avenue,,New York,New York,10035,2122896650,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002217R,East Harlem Council for Human Services Inc,2253 Third Avenue,,New York,New York,10035,,,,,New York,,Not for Profit Corporation,40.802544,-73.936569,"(40.802544, -73.936569)"
9379,West Side GI,DTC,Diagnostic and Treatment Center,06/15/2012,619 West 54th Street,,New York,New York,10019,6468782350,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002802R,"West Side GI, LLC","619 West 54th Street, 8th Floor",,New York,New York,10019,,,,,New York,,LLC,40.769203,-73.994598,"(40.769203, -73.994598)"
4779,PS 38,HOSP-SB,School Based Hospital Extension Clinic,08/17/1993,232 East 103rd Street,,New York,New York,10029,2122417005,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Mount Sinai Hospital,1456,7002024H,The Mount Sinai Hospital,One Gustave L Levy Place,,New York,New York,10029,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,Not for Profit Corporation,40.788795,-73.944283,"(40.788795, -73.944283)"
15657,BHC-Bronx Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,06/24/2024,51 East 125th Street,,New York,New York,10035,5162411312,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Bronx Health Center,10114,7003274R,"E & A Medical Solutions, LLC",68-60 Austin Street,,Forest Hills,New York,11375,,,,,New York,,LLC,,,
7683,WCIMA at Payson House,HOSP-EC,Hospital Extension Clinic,10/15/1998,"1321 York Avenue, 1st Floor",,New York,New York,10021,2127467000,,,7093,New York,5,Metropolitan Area Regional Office - New York City,New York-Presbyterian Hospital - New York Weill Cornell Center,1458,7002054H,The New York and Presbyterian Hospital,622 West 168th Street,,New York,New York,10032,,,,,New York,,Not for Profit Corporation,40.771263,-73.953384,"(40.771263, -73.953384)"
2975,Center for Comprehensive Health Practice Inc,DTC,Diagnostic and Treatment Center,04/30/1990,35 East 110th Street,,New York,New York,10029,2123607874,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002134R,Center for Comprehensive Health Practice Inc,163 East 97th Street,,New York,New York,10029,,,,,New York,,Not for Profit Corporation,,,
13597,Luba'S Homecare Inc,LHCSA,Licensed Home Care Services Agency,11/26/2018,220 East 57 Street Suite 2-J,,New York,New York,10022,9179669200,8555252020,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,2629L001,Luba'S Homecare Inc,220 East 57 Street suite 2-J,,New York,New York,10022,,,,,New York,,Business Corporation,,,
10266,Manhattan Reproductive Surgery Center,DTC,Diagnostic and Treatment Center,03/27/2019,"65 Broadway, 21st Floor",,New York,New York,10006,2128180001,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002814R,"Manhattan Reproductive Surgery Center, LLC","65 Broadway, 21st Floor",,New York,New York,10006,,,,,New York,,LLC,40.707044,-74.012376,"(40.707044, -74.012376)"
13379,Foster Nurses Agency Usa,LHCSA,Licensed Home Care Services Agency,05/21/2014,316 5th Avenue,Suite 404b,New York,New York,10001,2128680946,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,2224L001,Foster Nurses Agency Usa Inc.,316 5th Avenue,Suite 404b,New York,New York,10001,,,,,New York,,Business Corporation,40.7471,-73.985915,"(40.7471, -73.985915)"
8577,Gramercy Park Digestive Disease Center,DTC,Diagnostic and Treatment Center,05/16/2008,250 Park Avenue South,,New York,New York,10003,2129793237,2129793447,https://www.gpddc.com/,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002189R,"GPDDC, LLC","227 E. 19th Street, 2nd Flr, D Bldg",,New York,New York,10003,,,,,New York,,LLC,40.738426,-73.987808,"(40.738426, -73.987808)"
15584,Mobile Medical Unit Sexual Health Bus,,Mobile Hospital Extension Clinic,01/26/2024,525 East 68th Street,,New York,New York,10065,3479312088,,,7093,New York,5,Metropolitan Area Regional Office - New York City,New York-Presbyterian Hospital - New York Weill Cornell Center,1458,7002054H,The New York and Presbyterian Hospital,622 West 168th Street,,New York,New York,10032,,,,,New York,,Not for Profit Corporation,,,
10355,David H. Koch Center For Cancer Care,HOSP,Hospital,12/01/2019,530 East 74th Street,,New York,New York,10021,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Memorial Hospital for Cancer and Allied Diseases,1453,7002020H,Memorial Hospital for Cancer and Allied Diseases Inc,1275 York Avenue,,New York,New York,10021,,,,,New York,,Not for Profit Corporation,40.767588,-73.951584,"(40.767588, -73.951584)"
13219,American Homecare In Ny,LHCSA,Licensed Home Care Services Agency,07/18/2018,41 MOTT STREET,"4TH FLOOR, UNIT B",New York,New York,10013,7183690282,7182282839,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,1972L001,Beth Israel Homecare Inc.,41 MOTT STREET,"4TH FLOOR, UNIT B",NEW YORK,New York,10013,,,,,New York,,Business Corporation,,,
1458,New York-Presbyterian Hospital - New York Weill Cornell Center,HOSP,Hospital,02/01/1978,525 East 68th Street,,New York,New York,10021,2127465454,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002054H,The New York and Presbyterian Hospital,622 West 168th Street,,New York,New York,10032,,,,,New York,,Not for Profit Corporation,40.76408,-73.954926,"(40.76408, -73.954926)"
9395,Central Park Dialysis Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,09/01/2012,1249 5th Avenue,,New York,New York,10029,2123603860,2123603862,,7093,New York,5,Metropolitan Area Regional Office - New York City,Ridgewood Dialysis Center,3107,7003241R,Ridgewood Dialysis Center Inc,385 Seneca Avenue,,Ridgewood,New York,11237,,,,,New York,,Business Corporation,40.794212,-73.951065,"(40.794212, -73.951065)"
7699,West Midtown Medical Group,DTC,Diagnostic and Treatment Center,02/03/1999,311 West 35th Street,,New York,New York,10001,2127365900,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002163R,"West Midtown Management Group, Inc",311 West 35th Street,,New York,New York,10001,,,,,New York,,Business Corporation,40.753273,-73.99382,"(40.753273, -73.99382)"
8567,Catherine M. Abate Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,09/12/2007,255 East Houston Street,,New York,New York,10002,2124328493,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Community Healthcare Network,1416,7002119R,Community Healthcare Network,184 Fifth Avenue,,New York,New York,10010,,,,,New York,,Not for Profit Corporation,,,
13035,"Premier Home Health Care Services, Inc.",LHCSA,Licensed Home Care Services Agency,01/05/2009,5 Bryant Park,5th Floor,New York,New York,10018,2122847700,6464526235,www.premierhomehealthcare.com,7093,New York,5,Metropolitan Area Regional Office - New York City,,,1665L002,"Premier Home Health Care Services, Inc.",1430 Broadway,Suite 1615,New York,New York,10018,,,,,New York,,Business Corporation,40.755128,-73.984292,"(40.755128, -73.984292)"
10324,Union Square Eye Care - Harlem,DTC,Diagnostic and Treatment Center,08/20/2019,1815 Madison Avenue,,New York,New York,10035,2128442020,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002817R,Union Square Eye Center LLC,1815 Madison Avenue,,New York,New York,10035,,,,,New York,,LLC,40.801553,-73.943517,"(40.801553, -73.943517)"
8546,William F Ryan Community Health Center Inc,DTC-EC,Diagnostic and Treatment Center Extension Clinic,01/09/2007,801 Amsterdam Avenue,,New York,New York,10025,2127697200,,,7093,New York,5,Metropolitan Area Regional Office - New York City,William F. Ryan Community Health Center,1529,7002243R,William F Ryan Community Health Center Inc,110 West 97th Street,,New York,New York,10025,,,,,New York,,Not for Profit Corporation,40.795902,-73.968941,"(40.795902, -73.968941)"
5799,I S 90,,School Based Diagnostic and Treatment Center Extension Clinic,09/15/1995,21 Jumel Place,,New York,New York,10032,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,The Children's Aid Society,6447,7002233R,The Childrens Aid Society,356 East 88 Street,,New York,New York,10028,,,,,New York,,Not for Profit Corporation,40.83968,-73.935829,"(40.83968, -73.935829)"
1604,Harlem Center for Nursing and Rehabilitation,NH,Residential Health Care Facility - SNF,01/01/1901,30 West 138th Street,,New York,New York,10037,2126907400,2126908763,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002361N,"Harlem Center for Nursing and Rehabilitation, LLC",30 West 138th Street,,New York,New York,10037,,,,,New York,,LLC,40.815022,-73.93721,"(40.815022, -73.93721)"
10026,Community Health Academy of the Heights (Phoenix),,School Based Diagnostic and Treatment Center Extension Clinic,02/16/2017,504 West 158th Street,,New York,New York,10032,2125456232,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Community Healthcare Network,1416,7002119R,Community Healthcare Network,184 Fifth Avenue,,New York,New York,10010,,,,,New York,,Not for Profit Corporation,40.83353,-73.941861,"(40.83353, -73.941861)"
4542,Memorial Sloan Kettering 64th Street Outpatient Center,HOSP-EC,Hospital Extension Clinic,09/25/1992,205 East 64th Street,,New York,New York,10065,2126392000,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Memorial Hospital for Cancer and Allied Diseases,1453,7002020H,Memorial Hospital for Cancer and Allied Diseases Inc,1275 York Avenue,,New York,New York,10021,,,,,New York,,Not for Profit Corporation,40.764373,-73.963377,"(40.764373, -73.963377)"
13384,"Cedas Home Care Services, Llc",LHCSA,Licensed Home Care Services Agency,01/19/2017,260 Madison Avenue,#8049,New York,New York,10016,8008165170,9172674563,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,2233L001,"Cedas Home Care Services, Llc",260 Madison Avenue,#8049,New York,New York,10016,,,,,New York,,LLC,40.750689,-73.981278,"(40.750689, -73.981278)"
15337,52nd Street Women's Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,08/16/2022,427 West 52nd Street,,New York,New York,10019,2123664459,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Care For the Homeless,9000,7000279R,"Care For The Homeless, Inc",1911-1921 Jerome Avenue,,Bronx,New York,10453,,,,,New York,,Not for Profit Corporation,,,
3995,Broadway Clinic,HOSP-EC,Hospital Extension Clinic,12/31/2002,4781-4783 Broadway,,New York,New York,10034,2123046920,,,7093,New York,5,Metropolitan Area Regional Office - New York City,New York-Presbyterian Hospital - New York Weill Cornell Center,1458,7002054H,The New York and Presbyterian Hospital,622 West 168th Street,,New York,New York,10032,,,,,New York,,Not for Profit Corporation,40.865959,-73.926247,"(40.865959, -73.926247)"
13499,Synergy Homecare,LHCSA,Licensed Home Care Services Agency,12/31/2015,261 W 35th Street,Suite 405,New York,New York,10001,8887051191,8885439207,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,2441L001,"Kirenaga Home Care Manhattan, Inc.",261 W 35th Street,Suite 405,New York,New York,10001,,,,,New York,,Business Corporation,,,
13324,Cambridge Home Care Llc,LHCSA,Licensed Home Care Services Agency,10/30/2015,415 Madison Avenue,Suite 1415,New York,New York,10017,6466738415,9143554057,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,2131L001,Cambridge Home Care Llc,415 Madison Avenue,Suite 1415,New York,New York,10017,,,,,New York,,LLC,40.756703,-73.976246,"(40.756703, -73.976246)"
1569,Isabella Geriatric Center Inc,NH,Residential Health Care Facility - SNF,02/01/1989,515 Audubon Avenue,,New York,New York,10040,2127819800,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002352N,Isabella Geriatric Center Inc,515 Audubon Avenue,,New York,New York,10040,,,,,New York,,Not for Profit Corporation,40.854774,-73.927841,"(40.854774, -73.927841)"
9970,"Parkmed NYC, LLC",DTC,Diagnostic and Treatment Center,10/31/2016,"800 Second Avenue, 6th Floor",,New York,New York,10017,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002807R,"Parkmed NYC, LLC",800 Second Avenue,8th Floor,New York,New York,10017,,,,,New York,,LLC,40.750033,-73.971612,"(40.750033, -73.971612)"
7104,CenterLight Healthcare D&TC - Grand Street Site,DTC-EC,Diagnostic and Treatment Center Extension Clinic,05/16/1997,375 Grand Street,,New York,New York,10002,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,CenterLight Healthcare Diagnostic and Treatment Center,4520,7000245R,CenterLight Healthcare Diagnostic and Treatment Center,612 Allerton Avenue,,Bronx,New York,10467,,,,,New York,,Not for Profit Corporation,40.716,-73.987213,"(40.716, -73.987213)"
5936,Mount Sinai Downtown Union Square,HOSP-EC,Hospital Extension Clinic,02/01/1996,10 Union Square East,,New York,New York,10003,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Mount Sinai Beth Israel,1439,7002002H,Beth Israel Medical Center Inc,10 Nathan Perlman Place,,New York,New York,10003,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,Not for Profit Corporation,40.734909,-73.990471,"(40.734909, -73.990471)"
2910,START Treatment & Recovery Centers,DTC-EC,Diagnostic and Treatment Center Extension Clinic,07/19/1979,2191 Third Avenue,,New York,New York,10035,7182602931,,,7093,New York,5,Metropolitan Area Regional Office - New York City,START Treatment & Recovery Centers,2914,7001214R,"START Treatment & Recovery Centers, Inc.",22 Chapel Street,,Brooklyn,New York,11201,,,,,New York,,Not for Profit Corporation,,,
2691,Beth Israel Med Center Cooper Square,HOSP-EC,Hospital Extension Clinic,01/01/1901,26 Avenue A,,New York,New York,10003,2124202873,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Mount Sinai Beth Israel,1439,7002002H,Beth Israel Medical Center Inc,10 Nathan Perlman Place,,New York,New York,10003,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,Not for Profit Corporation,40.723099,-73.985603,"(40.723099, -73.985603)"
6547,APICHA Community Health Center,DTC,Diagnostic and Treatment Center,04/02/2003,400 Broadway - 4th Floor,,New York,New York,10013,2123347940,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7002173R,APICHA Community Health Center,150 Lafayette Street-6th Floor,,New York,New York,10013,,,,,New York,,Not for Profit Corporation,40.718651,-74.002434,"(40.718651, -74.002434)"
1494,Charles B Wang Community Health Center Inc,DTC,Diagnostic and Treatment Center,09/27/1979,125 Walker Street,,New York,New York,10013,2122268866,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002107R,Chinatown Action for Progress Inc,89 Baxter Street,,New York,New York,10013,,,,,New York,,Not for Profit Corporation,40.717232,-73.999359,"(40.717232, -73.999359)"
9052,Catholic Managed Long Term Care,DTC,Diagnostic and Treatment Center,06/18/2009,1432 Fifth Avenue,,New York,New York,10026,2127522404,6467941400,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002191R,"Catholic Managed Long Term Care, Inc.",1432 Fifth Avenue,,New York,New York,10026,,,,,New York,,Not for Profit Corporation,40.801136,-73.946198,"(40.801136, -73.946198)"
10178,P.S. 002 Meyer London,HOSP-SB,School Based Hospital Extension Clinic,08/01/2018,122 Henry Street,,New York,New York,10002,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,NYU Langone Hospitals,1463,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.713167,-73.99135,"(40.713167, -73.99135)"
